iter 1	15:58:16:
	r2 = {'fabius': {'default': 0.9708514013715144}}
	Parameters = {'c1': 4.825728544106284, 'c2': -45.46730408606954, 'c3': -3.417265904723984, 'c4': -0.21222643359898632, 'k': 4825.728544106284}
iter 122	15:58:48:
	r2 = {'fabius': {'default': 0.9708422047511079}}
	Parameters = {'c1': 4.835728544106284, 'c2': -45.46730408606954, 'c3': -3.417265904723984, 'c4': -0.21222643359898632, 'k': 4835.728544106284}
iter 123	15:58:48:
	r2 = {'fabius': {'default': 0.9708510492431403}}
	Parameters = {'c1': 4.825728544106284, 'c2': -45.45730408606954, 'c3': -3.417265904723984, 'c4': -0.21222643359898632, 'k': 4825.728544106284}
iter 124	15:58:48:
	r2 = {'fabius': {'default': 0.9708520122258213}}
	Parameters = {'c1': 4.825728544106284, 'c2': -45.46730408606954, 'c3': -3.4072659047239844, 'c4': -0.21222643359898632, 'k': 4825.728544106284}
iter 125	15:58:49:
	r2 = {'fabius': {'default': 0.9708514661255351}}
	Parameters = {'c1': 4.825728544106284, 'c2': -45.46730408606954, 'c3': -3.417265904723984, 'c4': -0.20222643359898632, 'k': 4825.728544106284}
iter 126	15:58:49:
	r2 = {'fabius': {'default': 0.9708513981916471}}
	Parameters = {'c1': 4.82572853618358, 'c2': -45.467303977398544, 'c3': -3.417265880387935, 'c4': -0.21222643122303797, 'k': 4825.72853618358}
iter 127	15:58:49:
	r2 = {'fabius': {'default': 0.9708422034593526}}
	Parameters = {'c1': 4.83572853618358, 'c2': -45.467303977398544, 'c3': -3.417265880387935, 'c4': -0.21222643122303797, 'k': 4835.72853618358}
iter 128	15:58:49:
	r2 = {'fabius': {'default': 0.970851047761206}}
	Parameters = {'c1': 4.82572853618358, 'c2': -45.457303977398546, 'c3': -3.417265880387935, 'c4': -0.21222643122303797, 'k': 4825.72853618358}
iter 129	15:58:50:
	r2 = {'fabius': {'default': 0.9708520112018884}}
	Parameters = {'c1': 4.82572853618358, 'c2': -45.467303977398544, 'c3': -3.407265880387935, 'c4': -0.21222643122303797, 'k': 4825.72853618358}
iter 130	15:58:50:
	r2 = {'fabius': {'default': 0.9708514663091579}}
	Parameters = {'c1': 4.82572853618358, 'c2': -45.467303977398544, 'c3': -3.417265880387935, 'c4': -0.20222643122303796, 'k': 4825.72853618358}
iter 131	15:58:50:
	r2 = {'fabius': {'default': 0.9708514013715144}}
	Parameters = {'c1': 4.825728544104227, 'c2': -45.46730408604132, 'c3': -3.417265904717664, 'c4': -0.21222643359836926, 'k': 4825.728544104228}
iter 132	15:58:50:
	r2 = {'fabius': {'default': 0.9708422047511079}}
	Parameters = {'c1': 4.835728544104227, 'c2': -45.46730408604132, 'c3': -3.417265904717664, 'c4': -0.21222643359836926, 'k': 4835.728544104227}
iter 133	15:58:51:
	r2 = {'fabius': {'default': 0.9708510492431403}}
	Parameters = {'c1': 4.825728544104227, 'c2': -45.45730408604132, 'c3': -3.417265904717664, 'c4': -0.21222643359836926, 'k': 4825.728544104228}
iter 134	15:58:51:
	r2 = {'fabius': {'default': 0.9708520122258213}}
	Parameters = {'c1': 4.825728544104227, 'c2': -45.46730408604132, 'c3': -3.407265904717664, 'c4': -0.21222643359836926, 'k': 4825.728544104228}
iter 135	15:58:51:
	r2 = {'fabius': {'default': 0.9708514661255351}}
	Parameters = {'c1': 4.825728544104227, 'c2': -45.46730408604132, 'c3': -3.417265904717664, 'c4': -0.20222643359836925, 'k': 4825.728544104228}
iter 136	15:58:52:
	r2 = {'fabius': {'default': 0.9708514013715144}}
	Parameters = {'c1': 4.82572854410217, 'c2': -45.46730408601311, 'c3': -3.4172659047113467, 'c4': -0.21222643359775253, 'k': 4825.72854410217}
iter 137	15:58:52:
	r2 = {'fabius': {'default': 0.9708422047511079}}
	Parameters = {'c1': 4.83572854410217, 'c2': -45.46730408601311, 'c3': -3.4172659047113467, 'c4': -0.21222643359775253, 'k': 4835.72854410217}
iter 138	15:58:52:
	r2 = {'fabius': {'default': 0.9708510492431403}}
	Parameters = {'c1': 4.82572854410217, 'c2': -45.45730408601311, 'c3': -3.4172659047113467, 'c4': -0.21222643359775253, 'k': 4825.72854410217}
iter 139	15:58:52:
	r2 = {'fabius': {'default': 0.9708520122258213}}
	Parameters = {'c1': 4.82572854410217, 'c2': -45.46730408601311, 'c3': -3.407265904711347, 'c4': -0.21222643359775253, 'k': 4825.72854410217}
iter 140	15:58:52:
	r2 = {'fabius': {'default': 0.9708514661255351}}
	Parameters = {'c1': 4.82572854410217, 'c2': -45.46730408601311, 'c3': -3.4172659047113467, 'c4': -0.20222643359775253, 'k': 4825.72854410217}
iter 141	15:58:53:
	r2 = {'fabius': {'default': 0.9708513981916471}}
	Parameters = {'c1': 4.825728540142875, 'c2': -45.46730403170583, 'c3': -3.417265892549641, 'c4': -0.21222643241039527, 'k': 4825.728540142875}
iter 142	15:58:53:
	r2 = {'fabius': {'default': 0.9708422047511079}}
	Parameters = {'c1': 4.835728540142875, 'c2': -45.46730403170583, 'c3': -3.417265892549641, 'c4': -0.21222643241039527, 'k': 4835.728540142875}
iter 143	15:58:53:
	r2 = {'fabius': {'default': 0.9708510480866073}}
	Parameters = {'c1': 4.825728540142875, 'c2': -45.45730403170583, 'c3': -3.417265892549641, 'c4': -0.21222643241039527, 'k': 4825.728540142875}
iter 144	15:58:54:
	r2 = {'fabius': {'default': 0.9708520122258213}}
	Parameters = {'c1': 4.825728540142875, 'c2': -45.46730403170583, 'c3': -3.407265892549641, 'c4': -0.21222643241039527, 'k': 4825.728540142875}
iter 145	15:58:54:
	r2 = {'fabius': {'default': 0.9708514661255351}}
	Parameters = {'c1': 4.825728540142875, 'c2': -45.46730403170583, 'c3': -3.417265892549641, 'c4': -0.20222643241039526, 'k': 4825.728540142875}
iter 146	15:58:54:
	r2 = {'fabius': {'default': 0.9708514013715144}}
	Parameters = {'c1': 4.825728544101656, 'c2': -45.46730408600605, 'c3': -3.4172659047097675, 'c4': -0.21222643359759832, 'k': 4825.728544101656}
iter 147	15:58:54:
	r2 = {'fabius': {'default': 0.9708422047511079}}
	Parameters = {'c1': 4.835728544101656, 'c2': -45.46730408600605, 'c3': -3.4172659047097675, 'c4': -0.21222643359759832, 'k': 4835.728544101656}
iter 148	15:58:55:
	r2 = {'fabius': {'default': 0.9708510492431403}}
	Parameters = {'c1': 4.825728544101656, 'c2': -45.457304086006054, 'c3': -3.4172659047097675, 'c4': -0.21222643359759832, 'k': 4825.728544101656}
iter 149	15:58:55:
	r2 = {'fabius': {'default': 0.9708520122258213}}
	Parameters = {'c1': 4.825728544101656, 'c2': -45.46730408600605, 'c3': -3.4072659047097678, 'c4': -0.21222643359759832, 'k': 4825.728544101656}
iter 150	15:58:55:
	r2 = {'fabius': {'default': 0.9708514661255351}}
	Parameters = {'c1': 4.825728544101656, 'c2': -45.46730408600605, 'c3': -3.4172659047097675, 'c4': -0.20222643359759832, 'k': 4825.728544101656}
iter 151	15:58:55:
	r2 = {'fabius': {'default': 0.9708514013715144}}
	Parameters = {'c1': 4.825728544101142, 'c2': -45.467304085999004, 'c3': -3.4172659047081884, 'c4': -0.21222643359744417, 'k': 4825.728544101142}
iter 152	15:58:56:
	r2 = {'fabius': {'default': 0.9708422047511079}}
	Parameters = {'c1': 4.8357285441011415, 'c2': -45.467304085999004, 'c3': -3.4172659047081884, 'c4': -0.21222643359744417, 'k': 4835.728544101142}
iter 153	15:58:56:
	r2 = {'fabius': {'default': 0.9708510492431403}}
	Parameters = {'c1': 4.825728544101142, 'c2': -45.457304085999006, 'c3': -3.4172659047081884, 'c4': -0.21222643359744417, 'k': 4825.728544101142}
iter 154	15:58:56:
	r2 = {'fabius': {'default': 0.9708520122258213}}
	Parameters = {'c1': 4.825728544101142, 'c2': -45.467304085999004, 'c3': -3.4072659047081886, 'c4': -0.21222643359744417, 'k': 4825.728544101142}
iter 155	15:58:56:
	r2 = {'fabius': {'default': 0.9708514661255351}}
	Parameters = {'c1': 4.825728544101142, 'c2': -45.467304085999004, 'c3': -3.4172659047081884, 'c4': -0.20222643359744416, 'k': 4825.728544101142}
iter 156	15:58:57:
	r2 = {'fabius': {'default': 0.9708514002312094}}
	Parameters = {'c1': 4.825728542122008, 'c2': -45.46730405885241, 'c3': -3.417265898628915, 'c4': -0.21222643300391972, 'k': 4825.728542122009}
iter 157	15:58:57:
	r2 = {'fabius': {'default': 0.9708422047511079}}
	Parameters = {'c1': 4.835728542122008, 'c2': -45.46730405885241, 'c3': -3.417265898628915, 'c4': -0.21222643300391972, 'k': 4835.728542122009}
iter 158	15:58:57:
	r2 = {'fabius': {'default': 0.9708510492431403}}
	Parameters = {'c1': 4.825728542122008, 'c2': -45.457304058852415, 'c3': -3.417265898628915, 'c4': -0.21222643300391972, 'k': 4825.728542122009}
iter 159	15:58:57:
	r2 = {'fabius': {'default': 0.9708520122258213}}
	Parameters = {'c1': 4.825728542122008, 'c2': -45.46730405885241, 'c3': -3.407265898628915, 'c4': -0.21222643300391972, 'k': 4825.728542122009}
iter 160	15:58:58:
	r2 = {'fabius': {'default': 0.9708514661255351}}
	Parameters = {'c1': 4.825728542122008, 'c2': -45.46730405885241, 'c3': -3.417265898628915, 'c4': -0.2022264330039197, 'k': 4825.728542122009}
iter 161	15:58:58:
	r2 = {'fabius': {'default': 0.9708514013715144}}
	Parameters = {'c1': 4.825728544100784, 'c2': -45.46730408599409, 'c3': -3.417265904707088, 'c4': -0.21222643359733673, 'k': 4825.728544100783}
iter 162	15:58:58:
	r2 = {'fabius': {'default': 0.9708422047511079}}
	Parameters = {'c1': 4.835728544100784, 'c2': -45.46730408599409, 'c3': -3.417265904707088, 'c4': -0.21222643359733673, 'k': 4835.728544100783}
iter 163	15:58:58:
	r2 = {'fabius': {'default': 0.9708510492431403}}
	Parameters = {'c1': 4.825728544100784, 'c2': -45.45730408599409, 'c3': -3.417265904707088, 'c4': -0.21222643359733673, 'k': 4825.728544100783}
iter 164	15:58:59:
	r2 = {'fabius': {'default': 0.9708520122258213}}
	Parameters = {'c1': 4.825728544100784, 'c2': -45.46730408599409, 'c3': -3.407265904707088, 'c4': -0.21222643359733673, 'k': 4825.728544100783}
iter 165	15:58:59:
	r2 = {'fabius': {'default': 0.9708514661255351}}
	Parameters = {'c1': 4.825728544100784, 'c2': -45.46730408599409, 'c3': -3.417265904707088, 'c4': -0.20222643359733672, 'k': 4825.728544100783}
iter 166	15:58:59:
	r2 = {'fabius': {'default': 0.9708514013715144}}
	Parameters = {'c1': 4.825728544100426, 'c2': -45.46730408598918, 'c3': -3.4172659047059883, 'c4': -0.21222643359722934, 'k': 4825.728544100426}
iter 167	15:58:59:
	r2 = {'fabius': {'default': 0.9708422047511079}}
	Parameters = {'c1': 4.835728544100426, 'c2': -45.46730408598918, 'c3': -3.4172659047059883, 'c4': -0.21222643359722934, 'k': 4835.728544100426}
iter 168	15:59:00:
	r2 = {'fabius': {'default': 0.9708510492431403}}
	Parameters = {'c1': 4.825728544100426, 'c2': -45.45730408598918, 'c3': -3.4172659047059883, 'c4': -0.21222643359722934, 'k': 4825.728544100426}
iter 169	15:59:00:
	r2 = {'fabius': {'default': 0.9708520122258213}}
	Parameters = {'c1': 4.825728544100426, 'c2': -45.46730408598918, 'c3': -3.4072659047059886, 'c4': -0.21222643359722934, 'k': 4825.728544100426}
iter 170	15:59:00:
	r2 = {'fabius': {'default': 0.9708514661255351}}
	Parameters = {'c1': 4.825728544100426, 'c2': -45.46730408598918, 'c3': -3.4172659047059883, 'c4': -0.20222643359722933, 'k': 4825.728544100426}
iter 171	15:59:00:
	r2 = {'fabius': {'default': 0.9708514002312094}}
	Parameters = {'c1': 4.825728543111217, 'c2': -45.467304072420795, 'c3': -3.4172659016674514, 'c4': -0.21222643330057453, 'k': 4825.728543111217}
iter 172	15:59:01:
	r2 = {'fabius': {'default': 0.9708422047511079}}
	Parameters = {'c1': 4.835728543111217, 'c2': -45.467304072420795, 'c3': -3.4172659016674514, 'c4': -0.21222643330057453, 'k': 4835.728543111217}
iter 173	15:59:01:
	r2 = {'fabius': {'default': 0.9708510492431403}}
	Parameters = {'c1': 4.825728543111217, 'c2': -45.4573040724208, 'c3': -3.4172659016674514, 'c4': -0.21222643330057453, 'k': 4825.728543111217}
iter 174	15:59:01:
	r2 = {'fabius': {'default': 0.9708520122258213}}
	Parameters = {'c1': 4.825728543111217, 'c2': -45.467304072420795, 'c3': -3.4072659016674516, 'c4': -0.21222643330057453, 'k': 4825.728543111217}
iter 175	15:59:01:
	r2 = {'fabius': {'default': 0.9708514661255351}}
	Parameters = {'c1': 4.825728543111217, 'c2': -45.467304072420795, 'c3': -3.4172659016674514, 'c4': -0.20222643330057452, 'k': 4825.728543111217}
iter 176	15:59:02:
	r2 = {'fabius': {'default': 0.9708514013715144}}
	Parameters = {'c1': 4.825728544100336, 'c2': -45.46730408598795, 'c3': -3.417265904705713, 'c4': -0.2122264335972025, 'k': 4825.728544100336}
iter 177	15:59:02:
	r2 = {'fabius': {'default': 0.9708422047511079}}
	Parameters = {'c1': 4.835728544100336, 'c2': -45.46730408598795, 'c3': -3.417265904705713, 'c4': -0.2122264335972025, 'k': 4835.728544100336}
iter 178	15:59:02:
	r2 = {'fabius': {'default': 0.9708510492431403}}
	Parameters = {'c1': 4.825728544100336, 'c2': -45.45730408598795, 'c3': -3.417265904705713, 'c4': -0.2122264335972025, 'k': 4825.728544100336}
iter 179	15:59:02:
	r2 = {'fabius': {'default': 0.9708520122258213}}
	Parameters = {'c1': 4.825728544100336, 'c2': -45.46730408598795, 'c3': -3.407265904705713, 'c4': -0.2122264335972025, 'k': 4825.728544100336}
iter 180	15:59:03:
	r2 = {'fabius': {'default': 0.9708514661255351}}
	Parameters = {'c1': 4.825728544100336, 'c2': -45.46730408598795, 'c3': -3.417265904705713, 'c4': -0.2022264335972025, 'k': 4825.728544100336}
iter 181	15:59:03:
	r2 = {'fabius': {'default': 0.9708514013715144}}
	Parameters = {'c1': 4.825728544100246, 'c2': -45.467304085986726, 'c3': -3.417265904705438, 'c4': -0.21222643359717566, 'k': 4825.728544100247}
iter 182	15:59:03:
	r2 = {'fabius': {'default': 0.9708422047511079}}
	Parameters = {'c1': 4.835728544100246, 'c2': -45.467304085986726, 'c3': -3.417265904705438, 'c4': -0.21222643359717566, 'k': 4835.728544100246}
iter 183	15:59:03:
	r2 = {'fabius': {'default': 0.9708510492431403}}
	Parameters = {'c1': 4.825728544100246, 'c2': -45.45730408598673, 'c3': -3.417265904705438, 'c4': -0.21222643359717566, 'k': 4825.728544100247}
iter 184	15:59:04:
	r2 = {'fabius': {'default': 0.9708520122258213}}
	Parameters = {'c1': 4.825728544100246, 'c2': -45.467304085986726, 'c3': -3.4072659047054383, 'c4': -0.21222643359717566, 'k': 4825.728544100247}
iter 185	15:59:04:
	r2 = {'fabius': {'default': 0.9708514661255351}}
	Parameters = {'c1': 4.825728544100246, 'c2': -45.467304085986726, 'c3': -3.417265904705438, 'c4': -0.20222643359717565, 'k': 4825.728544100247}
iter 186	15:59:04:
	r2 = {'fabius': {'default': 0.9708514002312094}}
	Parameters = {'c1': 4.825728543605732, 'c2': -45.46730407920376, 'c3': -3.4172659031864447, 'c4': -0.2122264334488751, 'k': 4825.728543605732}
iter 187	15:59:05:
	r2 = {'fabius': {'default': 0.9708422047511079}}
	Parameters = {'c1': 4.835728543605732, 'c2': -45.46730407920376, 'c3': -3.4172659031864447, 'c4': -0.2122264334488751, 'k': 4835.728543605732}
iter 188	15:59:05:
	r2 = {'fabius': {'default': 0.9708510492431403}}
	Parameters = {'c1': 4.825728543605732, 'c2': -45.45730407920376, 'c3': -3.4172659031864447, 'c4': -0.2122264334488751, 'k': 4825.728543605732}
iter 189	15:59:05:
	r2 = {'fabius': {'default': 0.9708520122258213}}
	Parameters = {'c1': 4.825728543605732, 'c2': -45.46730407920376, 'c3': -3.407265903186445, 'c4': -0.2122264334488751, 'k': 4825.728543605732}
iter 190	15:59:05:
	r2 = {'fabius': {'default': 0.9708514661255351}}
	Parameters = {'c1': 4.825728543605732, 'c2': -45.46730407920376, 'c3': -3.4172659031864447, 'c4': -0.2022264334488751, 'k': 4825.728543605732}
iter 191	15:59:05:
	r2 = {'fabius': {'default': 0.9708514013715144}}
	Parameters = {'c1': 4.825728544100224, 'c2': -45.46730408598641, 'c3': -3.4172659047053693, 'c4': -0.21222643359716895, 'k': 4825.728544100224}
iter 192	15:59:06:
	r2 = {'fabius': {'default': 0.9708422047511079}}
	Parameters = {'c1': 4.835728544100224, 'c2': -45.46730408598641, 'c3': -3.4172659047053693, 'c4': -0.21222643359716895, 'k': 4835.728544100224}
iter 193	15:59:06:
	r2 = {'fabius': {'default': 0.9708510492431403}}
	Parameters = {'c1': 4.825728544100224, 'c2': -45.457304085986415, 'c3': -3.4172659047053693, 'c4': -0.21222643359716895, 'k': 4825.728544100224}
iter 194	15:59:06:
	r2 = {'fabius': {'default': 0.9708520122258213}}
	Parameters = {'c1': 4.825728544100224, 'c2': -45.46730408598641, 'c3': -3.4072659047053695, 'c4': -0.21222643359716895, 'k': 4825.728544100224}
iter 195	15:59:06:
	r2 = {'fabius': {'default': 0.9708514661255351}}
	Parameters = {'c1': 4.825728544100224, 'c2': -45.46730408598641, 'c3': -3.4172659047053693, 'c4': -0.20222643359716894, 'k': 4825.728544100224}
iter 196	15:59:07:
	r2 = {'fabius': {'default': 0.9708514013715144}}
	Parameters = {'c1': 4.825728544100202, 'c2': -45.46730408598611, 'c3': -3.417265904705301, 'c4': -0.21222643359716223, 'k': 4825.728544100202}
iter 197	15:59:07:
	r2 = {'fabius': {'default': 0.9708422047511079}}
	Parameters = {'c1': 4.835728544100202, 'c2': -45.46730408598611, 'c3': -3.417265904705301, 'c4': -0.21222643359716223, 'k': 4835.728544100201}
iter 198	15:59:07:
	r2 = {'fabius': {'default': 0.9708510492431403}}
	Parameters = {'c1': 4.825728544100202, 'c2': -45.45730408598611, 'c3': -3.417265904705301, 'c4': -0.21222643359716223, 'k': 4825.728544100202}
iter 199	15:59:07:
	r2 = {'fabius': {'default': 0.9708520122258213}}
	Parameters = {'c1': 4.825728544100202, 'c2': -45.46730408598611, 'c3': -3.407265904705301, 'c4': -0.21222643359716223, 'k': 4825.728544100202}
iter 200	15:59:08:
	r2 = {'fabius': {'default': 0.9708514661255351}}
	Parameters = {'c1': 4.825728544100202, 'c2': -45.46730408598611, 'c3': -3.417265904705301, 'c4': -0.20222643359716222, 'k': 4825.728544100202}
iter 201	15:59:08:
	r2 = {'fabius': {'default': 0.9708514002312094}}
	Parameters = {'c1': 4.825728543852967, 'c2': -45.467304082594936, 'c3': -3.417265903945873, 'c4': -0.21222643352301868, 'k': 4825.728543852967}
iter 202	15:59:08:
	r2 = {'fabius': {'default': 0.9708422047511079}}
	Parameters = {'c1': 4.835728543852967, 'c2': -45.467304082594936, 'c3': -3.417265903945873, 'c4': -0.21222643352301868, 'k': 4835.728543852967}
iter 203	15:59:08:
	r2 = {'fabius': {'default': 0.9708510492431403}}
	Parameters = {'c1': 4.825728543852967, 'c2': -45.45730408259494, 'c3': -3.417265903945873, 'c4': -0.21222643352301868, 'k': 4825.728543852967}
iter 204	15:59:08:
	r2 = {'fabius': {'default': 0.9708520122258213}}
	Parameters = {'c1': 4.825728543852967, 'c2': -45.467304082594936, 'c3': -3.407265903945873, 'c4': -0.21222643352301868, 'k': 4825.728543852967}
iter 205	15:59:09:
	r2 = {'fabius': {'default': 0.9708514661255351}}
	Parameters = {'c1': 4.825728543852967, 'c2': -45.467304082594936, 'c3': -3.417265903945873, 'c4': -0.20222643352301867, 'k': 4825.728543852967}
iter 206	15:59:09:
	r2 = {'fabius': {'default': 0.9708514013715144}}
	Parameters = {'c1': 4.825728544100197, 'c2': -45.46730408598603, 'c3': -3.4172659047052836, 'c4': -0.21222643359716056, 'k': 4825.728544100197}
iter 207	15:59:09:
	r2 = {'fabius': {'default': 0.9708422047511079}}
	Parameters = {'c1': 4.8357285441001965, 'c2': -45.46730408598603, 'c3': -3.4172659047052836, 'c4': -0.21222643359716056, 'k': 4835.728544100197}
iter 208	15:59:10:
	r2 = {'fabius': {'default': 0.9708510492431403}}
	Parameters = {'c1': 4.825728544100197, 'c2': -45.45730408598603, 'c3': -3.4172659047052836, 'c4': -0.21222643359716056, 'k': 4825.728544100197}
iter 209	15:59:10:
	r2 = {'fabius': {'default': 0.9708520122258213}}
	Parameters = {'c1': 4.825728544100197, 'c2': -45.46730408598603, 'c3': -3.407265904705284, 'c4': -0.21222643359716056, 'k': 4825.728544100197}
iter 210	15:59:10:
	r2 = {'fabius': {'default': 0.9708514661255351}}
	Parameters = {'c1': 4.825728544100197, 'c2': -45.46730408598603, 'c3': -3.4172659047052836, 'c4': -0.20222643359716055, 'k': 4825.728544100197}
iter 211	15:59:10:
	r2 = {'fabius': {'default': 0.9708514013715144}}
	Parameters = {'c1': 4.8257285441001905, 'c2': -45.46730408598596, 'c3': -3.4172659047052663, 'c4': -0.2122264335971589, 'k': 4825.72854410019}
iter 212	15:59:11:
	r2 = {'fabius': {'default': 0.9708422047511079}}
	Parameters = {'c1': 4.83572854410019, 'c2': -45.46730408598596, 'c3': -3.4172659047052663, 'c4': -0.2122264335971589, 'k': 4835.72854410019}
